book_id,title,count_rentals,rental_rank
226, Business-focused 24/7 collaboration,0,639
710, Monitored actuating project,0,639
204, Polarized context-sensitive product,0,639
456, Up-sized encompassing adapter,0,639
796, Sharable actuating definition,0,639
546, Operative leadingedge implementation,0,639
686, Managed optimizing process improvement,0,639
303, Right-sized local interface,0,639
829, Robust exuding solution,0,639
472, Enterprise-wide next generation array,0,639
233, Upgradable system-worthy workforce,0,639
537, Adaptive discrete function,0,639
89, Devolved well-modulated model,0,639
93, Quality-focused content-based projection,0,639
373, Function-based multimedia success,0,639
252, Multi-channeled optimal knowledgebase,0,639
884, Virtual didactic collaboration,0,639
953, Focused zero administration archive,0,639
441, Pre-emptive optimizing attitude,0,639
243, Managed static frame,0,639
740, Virtual non-volatile info-mediaries,0,639
892, Cloned even-keeled circuit,0,639
856, Innovative local Graphical User Interface,0,639
503, Proactive homogeneous attitude,0,639
573, Proactive client-server time-frame,0,639
987, Fundamental 24/7 capability,0,639
865, Extended asynchronous database,0,639
8, Customizable holistic groupware,0,639
934, Fully-configurable multi-state concept,0,639
708, Ameliorated 24/7 function,0,639
684, Visionary systemic benchmark,0,639
448, Quality-focused grid-enabled frame,0,639
396, Seamless even-keeled groupware,0,639
132, Vision-oriented reciprocal adapter,0,639
322, Inverse discrete product,0,639
916, Seamless attitude-oriented infrastructure,0,639
114, Compatible eco-centric alliance,0,639
65, Proactive transitional encryption,0,639
235, Organized upward-trending budgetary management,0,639
627, Profit-focused intermediate artificial intelligence,0,639
763, Seamless static utilization,0,639
286, Phased dynamic orchestration,0,639
376, Balanced national installation,0,639
338, Realigned systemic throughput,0,639
358, Persevering modular strategy,0,639
535, Organized heuristic archive,0,639
131, Up-sized context-sensitive Local Area Network,0,639
907, Exclusive contextually-based archive,0,639
584, Operative transitional circuit,0,639
746, Proactive demand-driven migration,0,639
806, Robust motivating knowledge user,0,639
834, Future-proofed modular interface,0,639
813, Exclusive systematic portal,0,639
45, Proactive foreground data-warehouse,0,639
891, Object-based methodical process improvement,0,639
918, Multi-layered discrete website,0,639
36, Decentralized upward-trending solution,0,639
848, Multi-lateral dynamic capacity,0,639
158, Grass-roots fresh-thinking task-force,0,639
915, Re-contextualized optimizing implementation,0,639
207, Reactive methodical forecast,0,639
123, Optimized composite benchmark,0,639
365, Configurable tangible forecast,0,639
157, Re-engineered mobile open system,0,639
313, Enhanced logistical time-frame,0,639
24, Programmable optimizing policy,0,639
94, Intuitive upward-trending encryption,0,639
218, Automated demand-driven open architecture,0,639
912, Switchable hybrid synergy,0,639
477, Organized holistic productivity,0,639
272, Pre-emptive background knowledgebase,0,639
781, Business-focused asynchronous groupware,0,639
867, Profound web-enabled solution,0,639
406, Implemented systematic artificial intelligence,0,639
670, User-friendly maximized product,0,639
309, Focused multimedia framework,0,639
509, Compatible bandwidth-monitored emulation,0,639
475, Focused context-sensitive challenge,0,639
282, Organic incremental flexibility,0,639
257, Upgradable 5thgeneration focus group,0,639
40, Re-engineered zero administration infrastructure,0,639
349, User-friendly user-facing installation,0,639
728, Multi-channeled human-resource monitoring,0,639
506, Optional 3rdgeneration ability,0,639
242, Advanced high-level encryption,0,639
599, Synergistic heuristic hierarchy,0,639
677, Switchable coherent budgetary management,0,639
29, De-engineered human-resource moderator,0,639
466, Streamlined methodical knowledgebase,0,639
201, Exclusive didactic paradigm,0,639
749, Multi-lateral dedicated intranet,0,639
86, Persistent well-modulated forecast,0,639
363, Inverse bottom-line array,0,639
340, Pre-emptive zero administration instruction set,0,639
356, Intuitive uniform flexibility,0,639
523, Open-source discrete emulation,0,639
458, Automated zero administration task-force,0,639
368, Multi-channeled cohesive workforce,0,639
410, Upgradable 4thgeneration leverage,0,639
872, Virtual bandwidth-monitored matrices,0,639
896, Universal analyzing installation,0,639
38, Virtual background core,0,639
359, Self-enabling client-driven database,0,639
193, Up-sized asynchronous methodology,0,639
730, Horizontal web-enabled extranet,0,639
217, Public-key homogeneous adapter,0,639
47, Open-source client-server methodology,0,639
810, User-centric solution-oriented complexity,0,639
145, Optional local Local Area Network,0,639
52, Customizable neutral protocol,0,639
900, Future-proofed leadingedge Internet solution,0,639
996, Optimized fresh-thinking portal,0,639
192, Optimized asymmetric info-mediaries,0,639
101, Streamlined fault-tolerant adapter,0,639
679, Horizontal dynamic array,0,639
983, Re-contextualized eco-centric approach,0,639
415, Networked bifurcated model,0,639
782, Triple-buffered dedicated approach,0,639
689, Virtual fresh-thinking attitude,0,639
982, Exclusive 24hour superstructure,0,639
575, Self-enabling directional solution,0,639
401, Robust 6thgeneration interface,0,639
659, Extended web-enabled system engine,0,639
739, Function-based didactic forecast,0,639
903, Quality-focused high-level service-desk,0,639
897, Centralized foreground hierarchy,0,639
736, Mandatory logistical project,0,639
85, Proactive object-oriented database,0,639
687, Integrated zero tolerance access,0,639
553, Face-to-face 6thgeneration encryption,0,639
302, Decentralized explicit secured line,0,639
21, Ameliorated systematic conglomeration,0,639
288, Streamlined multi-state customer loyalty,0,639
635, Future-proofed 6thgeneration superstructure,0,639
388, Front-line 3rdgeneration support,0,639
894, Optional radical frame,0,639
245, Assimilated bandwidth-monitored moderator,0,639
895, Enterprise-wide needs-based moderator,0,639
484, Fundamental impactful function,0,639
144, Open-source human-resource open architecture,0,639
300, Stand-alone systemic standardization,0,639
662, Multi-channeled motivating core,0,639
41, Ameliorated exuding product,0,639
572, Polarized demand-driven database,0,639
260, Devolved foreground encoding,0,639
423, Seamless zero administration capacity,0,639
136, Multi-lateral national website,0,639
825, Realigned static product,0,639
316, Re-engineered motivating initiative,0,639
403, Digitized user-facing system engine,0,639
628, Phased empowering info-mediaries,0,639
885, Operative reciprocal Graphical User Interface,0,639
380, Virtual multi-tasking leverage,0,639
215, Devolved value-added software,0,639
653, Focused systematic installation,0,639
130, Fundamental foreground Internet solution,0,639
486, Decentralized multi-tasking ability,0,639
765, Programmable methodical frame,0,639
552, Fundamental reciprocal throughput,0,639
887, Profound mobile customer loyalty,0,639
959, Exclusive 24hour intranet,0,639
314, Down-sized grid-enabled model,0,639
386, Realigned attitude-oriented product,0,639
433, Organized neutral open system,0,639
299, Inverse uniform hierarchy,0,639
92, Right-sized asymmetric orchestration,0,639
605, Sharable executive secured line,0,639
437, Secured national challenge,0,639
998, Optimized reciprocal website,0,639
665, Diverse 5thgeneration capability,0,639
879, Virtual background success,0,639
311, Visionary 24hour emulation,0,639
73, Reactive holistic conglomeration,0,639
121, Mandatory global website,0,639
239, Customer-focused background model,0,639
561, Focused next generation groupware,0,639
291, Networked clear-thinking standardization,0,639
61, Balanced tangible contingency,0,639
721, Balanced reciprocal synergy,0,639
251, Implemented executive matrix,0,639
705, Stand-alone content-based moratorium,0,639
104, Adaptive intermediate toolset,0,639
171, Centralized background support,0,639
604, Virtual needs-based ability,0,639
786, Multi-layered contextually-based project,0,639
179, Optional client-server toolset,0,639
321, Realigned national focus group,0,639
105, Sharable methodical synergy,0,639
445, Cross-platform exuding moratorium,0,639
991, Inverse reciprocal info-mediaries,0,639
467, Reduced regional structure,0,639
327, Function-based maximized ability,0,639
692, Grass-roots methodical functionalities,0,639
581, Phased disintermediate initiative,0,639
133, Open-architected multi-state success,0,639
724, Balanced leadingedge standardization,0,639
772, Synchronized multimedia application,0,639
335, Optimized content-based strategy,0,639
591, Open-architected interactive open system,0,639
603, Quality-focused clear-thinking customer loyalty,0,639
254, Streamlined intermediate interface,0,639
952, Progressive exuding open architecture,0,639
159, Networked discrete throughput,0,639
986, Realigned bottom-line Internet solution,0,639
619, Phased incremental product,0,639
517, Visionary heuristic application,0,639
71, Optional upward-trending challenge,0,639
773, Configurable clear-thinking adapter,0,639
80, Reduced bifurcated array,0,639
943, Front-line interactive analyzer,0,639
451, User-centric non-volatile functionalities,0,639
348, Implemented full-range frame,0,639
337, Front-line real-time collaboration,0,639
504, Vision-oriented 3rdgeneration project,0,639
399, User-centric executive concept,0,639
560, Multi-tiered discrete database,0,639
818, Function-based intangible data-warehouse,0,639
613, Enhanced global knowledge user,0,639
268, Centralized multi-tasking array,0,639
569, Managed solution-oriented approach,0,639
615, Synergized web-enabled collaboration,0,639
988, Function-based neutral portal,0,639
964, De-engineered intermediate productivity,0,639
82, Enterprise-wide uniform artificial intelligence,0,639
202, Enterprise-wide user-facing contingency,0,639
685, Right-sized coherent software,0,639
905, Upgradable coherent middleware,0,639
510, Organic systematic algorithm,0,639
404, Enhanced web-enabled collaboration,0,639
720, Self-enabling bottom-line attitude,0,639
515, Re-contextualized radical service-desk,0,639
1000, Implemented holistic archive,0,639
706, Optimized motivating project,0,639
571, Operative heuristic orchestration,0,639
694, Fully-configurable solution-oriented definition,0,639
274, Decentralized didactic database,0,639
163, Multi-layered contextually-based synergy,0,639
801, Horizontal hybrid projection,0,639
669, Mandatory 3rdgeneration benchmark,0,639
352, Switchable mission-critical process improvement,0,639
221, Synergistic client-server capacity,0,639
752, Devolved zero-defect ability,0,639
594, Universal local archive,0,639
265, Decentralized full-range model,0,639
111, Phased next generation support,0,639
62, Multi-lateral mission-critical budgetary management,0,639
805, Organized foreground definition,0,639
655, Customizable foreground product,0,639
925, Horizontal demand-driven attitude,0,639
25, Multi-lateral 24hour Graphic Interface,0,639
141, Centralized heuristic model,0,639
122, Implemented bi-directional hub,0,639
648, Profit-focused actuating framework,0,639
923, Operative foreground methodology,0,639
148, Enterprise-wide asymmetric structure,0,639
790, Stand-alone bi-directional toolset,0,639
